G:\Data\IMG\center_2019_09_21_15_29_33_727.jpg,G:\Data\IMG\left_2019_09_21_15_29_33_727.jpg,G:\Data\IMG\right_2019_09_21_15_29_33_727.jpg,0,0,0,5.799422
G:\Data\IMG\center_2019_09_21_15_29_33_799.jpg,G:\Data\IMG\left_2019_09_21_15_29_33_799.jpg,G:\Data\IMG\right_2019_09_21_15_29_33_799.jpg,0,0,0,5.764321
G:\Data\IMG\center_2019_09_21_15_29_33_873.jpg,G:\Data\IMG\left_2019_09_21_15_29_33_873.jpg,G:\Data\IMG\right_2019_09_21_15_29_33_873.jpg,0,0,0,5.717782
G:\Data\IMG\center_2019_09_21_15_29_33_940.jpg,G:\Data\IMG\left_2019_09_21_15_29_33_940.jpg,G:\Data\IMG\right_2019_09_21_15_29_33_940.jpg,0,0,0,5.671619
G:\Data\IMG\center_2019_09_21_15_29_34_007.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_007.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_007.jpg,0,0,0,5.63724
G:\Data\IMG\center_2019_09_21_15_29_34_079.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_079.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_079.jpg,0,0,0,5.60307
G:\Data\IMG\center_2019_09_21_15_29_34_154.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_154.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_154.jpg,0,0,0,5.55783
G:\Data\IMG\center_2019_09_21_15_29_34_225.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_225.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_225.jpg,0,0,0,5.512956
G:\Data\IMG\center_2019_09_21_15_29_34_296.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_296.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_296.jpg,0,0,0,5.479327
G:\Data\IMG\center_2019_09_21_15_29_34_370.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_370.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_370.jpg,0,0,0,5.43481
G:\Data\IMG\center_2019_09_21_15_29_34_438.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_438.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_438.jpg,0,0,0,5.401658
G:\Data\IMG\center_2019_09_21_15_29_34_510.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_510.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_510.jpg,0,0,0,5.357769
G:\Data\IMG\center_2019_09_21_15_29_34_583.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_583.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_583.jpg,0,0,0,5.314237
G:\Data\IMG\center_2019_09_21_15_29_34_657.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_657.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_657.jpg,0,0.0418053,0,5.289865
G:\Data\IMG\center_2019_09_21_15_29_34_730.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_730.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_730.jpg,0,0.2843379,0,5.422442
G:\Data\IMG\center_2019_09_21_15_29_34_804.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_804.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_804.jpg,0,0.522714,0,5.785551
G:\Data\IMG\center_2019_09_21_15_29_34_874.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_874.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_874.jpg,0,0.6956855,0,6.205967
G:\Data\IMG\center_2019_09_21_15_29_34_946.jpg,G:\Data\IMG\left_2019_09_21_15_29_34_946.jpg,G:\Data\IMG\right_2019_09_21_15_29_34_946.jpg,0,0.9364905,0,6.969654
G:\Data\IMG\center_2019_09_21_15_29_35_018.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_018.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_018.jpg,0,1,0,7.648608
G:\Data\IMG\center_2019_09_21_15_29_35_091.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_091.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_091.jpg,0,1,0,8.553432
G:\Data\IMG\center_2019_09_21_15_29_35_161.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_161.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_161.jpg,0,1,0,9.451196
G:\Data\IMG\center_2019_09_21_15_29_35_233.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_233.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_233.jpg,0,1,0,10.11989
G:\Data\IMG\center_2019_09_21_15_29_35_305.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_305.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_305.jpg,0,1,0,11.00513
G:\Data\IMG\center_2019_09_21_15_29_35_376.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_376.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_376.jpg,0,1,0,11.49785
G:\Data\IMG\center_2019_09_21_15_29_35_448.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_448.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_448.jpg,0,1,0,12.51757
G:\Data\IMG\center_2019_09_21_15_29_35_522.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_522.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_522.jpg,0,1,0,13.34807
G:\Data\IMG\center_2019_09_21_15_29_35_592.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_592.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_592.jpg,0,1,0,14.17755
G:\Data\IMG\center_2019_09_21_15_29_35_664.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_664.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_664.jpg,0,1,0,15.00958
G:\Data\IMG\center_2019_09_21_15_29_35_738.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_738.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_738.jpg,0,1,0,15.36407
G:\Data\IMG\center_2019_09_21_15_29_35_809.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_809.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_809.jpg,0,1,0,16.23743
G:\Data\IMG\center_2019_09_21_15_29_35_878.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_878.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_878.jpg,0,1,0,17.11595
G:\Data\IMG\center_2019_09_21_15_29_35_947.jpg,G:\Data\IMG\left_2019_09_21_15_29_35_947.jpg,G:\Data\IMG\right_2019_09_21_15_29_35_947.jpg,0,1,0,17.93489
G:\Data\IMG\center_2019_09_21_15_29_36_020.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_020.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_020.jpg,0,1,0,18.74655
G:\Data\IMG\center_2019_09_21_15_29_36_090.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_090.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_090.jpg,0,1,0,19.21223
G:\Data\IMG\center_2019_09_21_15_29_36_159.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_159.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_159.jpg,0,1,0,19.95173
G:\Data\IMG\center_2019_09_21_15_29_36_228.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_228.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_228.jpg,0,1,0,20.74632
G:\Data\IMG\center_2019_09_21_15_29_36_297.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_297.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_297.jpg,0,1,0,21.27216
G:\Data\IMG\center_2019_09_21_15_29_36_366.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_366.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_366.jpg,0.2,1,0,22.06401
G:\Data\IMG\center_2019_09_21_15_29_36_436.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_436.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_436.jpg,0.35,1,0,22.63802
G:\Data\IMG\center_2019_09_21_15_29_36_504.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_504.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_504.jpg,0,1,0,23.40582
G:\Data\IMG\center_2019_09_21_15_29_36_571.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_571.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_571.jpg,0,1,0,23.9805
G:\Data\IMG\center_2019_09_21_15_29_36_640.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_640.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_640.jpg,0,1,0,24.75644
G:\Data\IMG\center_2019_09_21_15_29_36_712.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_712.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_712.jpg,0,1,0,25.33401
G:\Data\IMG\center_2019_09_21_15_29_36_782.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_782.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_782.jpg,0,1,0,26.09709
G:\Data\IMG\center_2019_09_21_15_29_36_855.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_855.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_855.jpg,0,1,0,26.66541
G:\Data\IMG\center_2019_09_21_15_29_36_927.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_927.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_927.jpg,0,1,0,27.41798
G:\Data\IMG\center_2019_09_21_15_29_36_999.jpg,G:\Data\IMG\left_2019_09_21_15_29_36_999.jpg,G:\Data\IMG\right_2019_09_21_15_29_36_999.jpg,0.15,1,0,27.97046
G:\Data\IMG\center_2019_09_21_15_29_37_071.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_071.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_071.jpg,0.35,1,0,28.64309
G:\Data\IMG\center_2019_09_21_15_29_37_139.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_139.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_139.jpg,0.5000001,1,0,29.08524
G:\Data\IMG\center_2019_09_21_15_29_37_207.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_207.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_207.jpg,0,1,0,29.74571
G:\Data\IMG\center_2019_09_21_15_29_37_274.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_274.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_274.jpg,0,1,0,30.18624
G:\Data\IMG\center_2019_09_21_15_29_37_342.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_342.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_342.jpg,0,1,0,30.18976
G:\Data\IMG\center_2019_09_21_15_29_37_413.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_413.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_413.jpg,0,1,0,30.1898
G:\Data\IMG\center_2019_09_21_15_29_37_486.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_486.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_486.jpg,0,1,0,30.19059
G:\Data\IMG\center_2019_09_21_15_29_37_553.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_553.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_553.jpg,0,1,0,30.19038
G:\Data\IMG\center_2019_09_21_15_29_37_622.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_622.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_622.jpg,0.15,1,0,30.18451
G:\Data\IMG\center_2019_09_21_15_29_37_689.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_689.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_689.jpg,0.3,1,0,30.16971
G:\Data\IMG\center_2019_09_21_15_29_37_757.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_757.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_757.jpg,0.45,1,0,30.15133
G:\Data\IMG\center_2019_09_21_15_29_37_829.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_829.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_829.jpg,0.6500001,1,0,30.12611
G:\Data\IMG\center_2019_09_21_15_29_37_896.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_896.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_896.jpg,0,1,0,30.16724
G:\Data\IMG\center_2019_09_21_15_29_37_966.jpg,G:\Data\IMG\left_2019_09_21_15_29_37_966.jpg,G:\Data\IMG\right_2019_09_21_15_29_37_966.jpg,0,1,0,30.184
G:\Data\IMG\center_2019_09_21_15_29_38_037.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_037.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_037.jpg,0,1,0,30.18848
G:\Data\IMG\center_2019_09_21_15_29_38_107.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_107.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_107.jpg,0.1,1,0,30.19103
G:\Data\IMG\center_2019_09_21_15_29_38_176.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_176.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_176.jpg,0.25,1,0,30.1792
G:\Data\IMG\center_2019_09_21_15_29_38_245.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_245.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_245.jpg,0,1,0,30.18667
G:\Data\IMG\center_2019_09_21_15_29_38_317.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_317.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_317.jpg,0.1,1,0,30.19137
G:\Data\IMG\center_2019_09_21_15_29_38_390.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_390.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_390.jpg,0.3,1,0,30.17471
G:\Data\IMG\center_2019_09_21_15_29_38_460.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_460.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_460.jpg,0.45,1,0,30.15553
G:\Data\IMG\center_2019_09_21_15_29_38_526.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_526.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_526.jpg,0.6500001,1,0,30.12599
G:\Data\IMG\center_2019_09_21_15_29_38_594.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_594.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_594.jpg,0.8000001,1,0,30.10756
G:\Data\IMG\center_2019_09_21_15_29_38_665.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_665.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_665.jpg,1,1,0,30.09568
G:\Data\IMG\center_2019_09_21_15_29_38_738.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_738.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_738.jpg,1,1,0,30.10126
G:\Data\IMG\center_2019_09_21_15_29_38_808.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_808.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_808.jpg,0,1,0,30.15024
G:\Data\IMG\center_2019_09_21_15_29_38_877.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_877.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_877.jpg,0,1,0,30.17178
G:\Data\IMG\center_2019_09_21_15_29_38_950.jpg,G:\Data\IMG\left_2019_09_21_15_29_38_950.jpg,G:\Data\IMG\right_2019_09_21_15_29_38_950.jpg,0,1,0,30.18489
G:\Data\IMG\center_2019_09_21_15_29_39_025.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_025.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_025.jpg,0,1,0,30.18853
G:\Data\IMG\center_2019_09_21_15_29_39_093.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_093.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_093.jpg,0,1,0,30.19046
G:\Data\IMG\center_2019_09_21_15_29_39_165.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_165.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_165.jpg,0,1,0,30.19018
G:\Data\IMG\center_2019_09_21_15_29_39_238.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_238.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_238.jpg,0,1,0,30.18928
G:\Data\IMG\center_2019_09_21_15_29_39_305.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_305.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_305.jpg,0,1,0,30.19127
G:\Data\IMG\center_2019_09_21_15_29_39_379.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_379.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_379.jpg,0,1,0,30.19054
G:\Data\IMG\center_2019_09_21_15_29_39_455.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_455.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_455.jpg,0,1,0,30.18831
G:\Data\IMG\center_2019_09_21_15_29_39_523.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_523.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_523.jpg,0.2,1,0,30.18
G:\Data\IMG\center_2019_09_21_15_29_39_591.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_591.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_591.jpg,0.35,1,0,30.16311
G:\Data\IMG\center_2019_09_21_15_29_39_662.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_662.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_662.jpg,0.5500001,1,0,30.13688
G:\Data\IMG\center_2019_09_21_15_29_39_731.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_731.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_731.jpg,0,1,0,30.17135
G:\Data\IMG\center_2019_09_21_15_29_39_806.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_806.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_806.jpg,0,1,0,30.18659
G:\Data\IMG\center_2019_09_21_15_29_39_877.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_877.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_877.jpg,0,1,0,30.18892
G:\Data\IMG\center_2019_09_21_15_29_39_948.jpg,G:\Data\IMG\left_2019_09_21_15_29_39_948.jpg,G:\Data\IMG\right_2019_09_21_15_29_39_948.jpg,0,1,0,30.19066
G:\Data\IMG\center_2019_09_21_15_29_40_018.jpg,G:\Data\IMG\left_2019_09_21_15_29_40_018.jpg,G:\Data\IMG\right_2019_09_21_15_29_40_018.jpg,0,1,0,30.19057
G:\Data\IMG\center_2019_09_21_15_29_40_088.jpg,G:\Data\IMG\left_2019_09_21_15_29_40_088.jpg,G:\Data\IMG\right_2019_09_21_15_29_40_088.jpg,0,1,0,30.19015
G:\Data\IMG\center_2019_09_21_15_29_40_158.jpg,G:\Data\IMG\left_2019_09_21_15_29_40_158.jpg,G:\Data\IMG\right_2019_09_21_15_29_40_158.jpg,0.05,1,0,30.19059
